,  Job No.,Date Received Cust. PO,Customer,EOG & STSB PO,Customer PO,Items,Selling Price Currency,Selling Price,Customer Terms,Inspection Report    No.,Sales Order Ack.,Customer Expected Date,Goods Ready Date,Inv. Date,Exact Inv.,Exact DO.,EOG & STSB DO.,Service Report,Sales Person,Exact PO Date,PO Faxed Out Date,Exact PO No.,Principal / Suppliers,Code,Currency, Buying Price ,Principal / Supplier Terms,Principal / Supplier Order Ack.,Schedule Ship Date,Principal / Supplier Actual Ship Date,Principal / Supplier Invoice No.,Payment to Principal / Supplier Date,AWB No.,Goods Received Date,Duty & Tax RM,Freight Cost RM,Remarks,Total Job,Delivery Schedule Not Met,Purchasing Objective 1,Principal / Supplier Delivery Objectives,Purchasing Objectives Overdue Days,Project ,Date of Approval Drawing,Purchasing Objective 2,Malaysia Holidays,Description
T,0383/16,1-Apr-16,Linde Gas Products Malaysia Sdn Bhd ,-,9300088016,Michell - Calibration Easidew Pro IS ,RM," 10,900.00 ",60 Days ,IR0383/16,SO0383/16 ,25-May-16,25-May-16,25-May-16,11152,,-,-,syairah,4-Apr-2016,4-Apr-2016,3605,Michell Instruments Ltd ,MICH ,GBP, 843.60 ,30 Days,A54863,12-May-2016,17-May-2016,,,FEDEX#8710 4191 6627,19-May-2016,325.22,,,1,0,0,1,2,0,0,0 ,,
L,0384/16,1-Apr-16,American Bureau of Shipping ,-,ABS022,"Calibration charges for GasAlertMicroClip XT & Gas Alert Max XT II, Replacement Back Enclosure (Yellow)",RM," 1,210.00 ",30 Days,IR0384/16,SO0384/16,7-Apr-16,7-Apr-16,7-Apr-16,10939,,-,-,boonking ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30326,0,0,0 ,,
T,0385/16,4-Apr-16,Exact Oil & Gas Sdn Bhd (ExxonMobil) ,PO 020/16,4501205423,General Monitors - Sensor,RM," 4,169.24 ",30 Days,IR0385/16,SO0385/16,29-Apr-16,29-Apr-16,29-Apr-16,11046,,-,-,firdaus,12-Apr-2016,12-Apr-2016,3613,General Monitors,GM,USD, 467.50 ,30 Days,400527553,28-Apr-2016,22-Apr-2016,,,FEDEX#6590 9556 5054,27-Apr-2016, 5.00 ,418.54,Pro-Increase Place Sdn Bhd #Inv:00013375 Dtd: 31/5/2016 (RM79.50),1,0,1,0,7,0,0,0 ,,
L,0386/16,4-Apr-16,Patin Technology Sdn Bhd,-,Verbal ,Calibration Charge for GasAlertMicroClip XT,RM, 300.00 ,COD,IR0386/16,SO0386/16,4-Apr-16,4-Apr-16,4-Apr-16,10927,10927,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30327,0,0,0 ,,
T,0387/16,4-Apr-16,Ancor Sdn Bhd ,-,PO-310316-Exact,BW GasAlertMicro 5 ,RM," 8,300.00 ",COD,IR0387/16,SO0387/16,7-Jun-16,7-Jun-16,7-Jun-16,11211,,-,-,rahimah,7-Apr-2016,7-Apr-2016,3609,BW,BW,USD," 1,368.25 ",30 Days,OC1081549,26-May-16,26-May-16,,,FEDEX#7763 7737 0199,1-Jun-16,346.77,,,1,0,0,0,4,0,0,0 ,,
T,0388/16,4-Apr-16,Intan Electric Company,-,23843-SOL-1APR16,Easidew Transmittal,RM," 7,600.00 ",COD,IR0388/16,SO0388/16,6-Apr-16,6-Apr-16,6-Apr-16,10933,,-,-,syairah,5-Apr-2016,5-Apr-2016,3607,Michell Instruments Ltd ,MICH ,GBP, 571.80 ,30 Days,-,5-May-16,5-May-16,,,FEDEX#8710 4191 6719,13-May-16,,,"Inv#10933 Dtd: 6/4/2016 (50%-RM3,800.00)",1,0,0,0,2,0,0,0 ,,
T,0388/16,4-Apr-16,Intan Electric Company,-,,,,,,,,28-Apr-16,28-Apr-16,28-Apr-16,11035,,-,-,syairah,,,,,,,,,,,,,,,,,,"Inv#11035 Dtd: 28/4/2016 (Complete - RM3,800.00)",0,0,0,0,-30327,0,0,0 ,,
T,0389/16,5-Apr-16,Shell Refining Company (FOM) Berhad ,-,4518563184,BW GasAlertClip Extreme 2 H2S ,RM," 2,720.00 ",30 Days,IR0389/16,SO0389/16,7-Apr-16,7-Apr-16,7-Apr-16,10946,,-,-,kaili,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
T,0390/16,5-Apr-16,USS Safety Supply Sdn Bhd ,-,USS03747,Quad Gas Cylinder ,RM," 2,200.00 ",COD,IR0390/16,SO0390/16,5-Apr-16,5-Apr-16,5-Apr-16,10928,10928,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
L,0391/16,5-Apr-16,Beaudrey Asia Sdn Bhd ,-,2016-06-20011A,Calibration charges for GasAlertMicroClip XT ,RM, 300.00 ,COD,IR0391/16,SO0391/16,25-Apr-16,25-Apr-16,25-Apr-16,11016,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
T,0392/16,5-Apr-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5534/2016,4501205746,BW GasAlertClip Extreme 3 H2S ,RM," 21,538.80 ",30 Days,IR0392/16,SO0392/16,7-Jun-16,7-Jun-16,7-Jun-16,11212,,2016/912,,rahimah,7-Apr-2016,7-Apr-2016,3609,BW,BW,USD," 3,198.00 ",30 Days,OC1081549,7-Jun-16,26-May-16,,,FEDEX#7763 7737 0199,1-Jun-16,798.81,,,1,0,0,0,3,0,0,0 ,,
L,0393/16,5-Apr-16,Welfield Services Sdn Bhd,-,WSSB/BTU/PO/16/04/223,Calibration charges for GasAlertMicroClip XT,RM," 1,200.00 ",30 Days,IR0393/16,SO0393/16,5-Apr-16,5-Apr-16,5-Apr-16,10930,10930,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
L,0394/16,5-Apr-16,Sarawak Oil Palms Berhad,-,Verbal ,"Calibration Charge for GasAlertMicroClip XT, Replacement Oxygen Sensor ",RM," 1,360.00 ",COD,IR0394/16,SO0394/16,5-Apr-16,5-Apr-16,5-Apr-16,10931,,-,-,boonking ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
L,0395/16,5-Apr-16,Krishmah Waters Ent Sdn Bhd ,-,Verbal ,"Calibration charges for MSA Solaris, Replacement Oxygen Sensor ",RM ," 1,210.00 ",COD,IR0395/16,SO0395/16,6-Apr-16,6-Apr-16,6-Apr-16,10932,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
L,0396/16,5-Apr-16,Sedia Teguh Sdn Bhd (Petronas Chemicals Ammonia Sdn Bhd) ,5537/2016,4120141237,"Calibration charges for GasAlertMicro5, Replacement Oxygen Sensor, Replacement Pump, Replacement Back Enclosure, Alligator Style Clip, Replacement Battery Latch, Replacement Auxilliaty Pump Filter Clip, Replacement Nozzle Pump ",RM ," 5,381.08 ",30 Days,IR0396/16,SO0396/16,12-Apr-16,12-Apr-16,12-Apr-16,10963,,,,hafiz,,,,,,,,,,,,,,,,,,,1,0,0,0,-30328,0,0,0 ,,
T,0397/16,6-Apr-16,Exact Oil & Gas Sdn Bhd (Petronas Chemicals MTBE Sdn Bhd) ,PO 021/16,4120141256,General Monitors - S4000T Detector,RM," 67,070.90 ",30 Days,IR0397/16,SO0397/16,10-May-16,10-May-16,10-May-16,11087,,,,hilaliah,8-Apr-2016,8-Apr-2016,3610,General Monitors,GM,USD," 11,245.50 ",30 Days,-,27-Apr-16,27-Apr-16,,,FEDEX#6590 9556 5180,4-May-16,2724.85,,,1,0,0,0,3,0,0,0 ,,
T,0398/16,6-Apr-16,Enotek Engineering Sdn Bhd ,-,E11318,BW GasAlertMax XT II ,RM," 10,500.00 ",COD,IR0398/16,SO0398/16,7-Apr-16,7-Apr-16,7-Apr-16,10944,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30329,0,0,0 ,,
L,0399/16,7-Apr-16,Millivest Sdn Bhd ,-,20594,Calibration charges for GasAlertMax XT II ,RM, 300.00 ,30 Days,IR0399/16,SO0399/16,7-Apr-16,7-Apr-16,7-Apr-16,10938,,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30330,0,0,0 ,,
L,0400/16,7-Apr-16,Millivest Sdn Bhd ,-,03084,Calibration charges for GasAlertMax XT II,RM, 300.00 ,30 Days,IR0400/16,SO0400/16,7-Apr-16,7-Apr-16,7-Apr-16,10941,,-,-,boonking,  ,,,,,,,,,,,,,,,,,,1,0,0,0,-30330,0,0,0 ,,
T,0401/16,7-Apr-16,Sceptre Marketing ,-,PO/SM/KK/16-032,"Replacement Power Adaptor, Replacement Sensor Enclosure, BW GasAlertMax XT II",RM," 3,561.50 ",COD,IR0401/16,SO0401/16,13-Apr-16,13-Apr-16,13-Apr-16,10971,,-,-,rahimah,7-Apr-2016,7-Apr-2016,3609,BW,BW,USD, 30.00 ,30 Days,OC1081549,7-Jun-16,29-Apr-16,,,"FEDEX#8088 0608 9876, FEDEX#7763 7737 0199",3-May-16,7.785,0.41,"Inv#10971 Dtd: 13/4/2016 (Partial-RM3,357.50)",1,0,0,0,1,0,0,0 ,,
T,0401/16,7-Apr-16,Sceptre Marketing ,,,,,,,,,,13-May-16,13-May-16,11106,,-,-,rahimah,,,,,,,,,,,,,,,,,,Inv#11106 Dtd: 13/5/2016 (Complete-RM204.00) ,0,0,0,0,-30330,0,0,0 ,,
T,0402/16,7-Apr-16,CETM Electrotest Sdn Bhd ,-,303632,BW GasAlertMicroClip XL ,RM ," 2,210.00 ",30 Days,IR0402/16,SO0402/16,8-Apr-16,8-Apr-16,8-Apr-16,10950,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30330,0,0,0 ,,
L,0403/16,8-Apr-16,TSK Sewerage Services Engineering ,-,Verbal ,Calibration charges for GasAlertMicroClip XT ,RM , 300.00 ,COD,IR0403/16,SO0403/16,8-Apr-16,8-Apr-16,8-Apr-16,10949,10949,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30331,0,0,0 ,,
T,0404/16,8-Apr-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5554/2016,4501206696,"Demand Flow Regulator, Gas Cylinder",RM," 36,775.91 ",30 Days,IR0404/16,SO0404/16,17-May-16,17-May-16,17-May-16,11120,,,,rahimah,11-Apr-2016,11-Apr-2016,3611,BW,BW,USD," 3,500.00 ",30 Days,OC1081548,17-May-16,12-May-16,,,FEDEX#6595 0677 1837,16-May-16,890.67,,,1,0,0,0,2,0,0,0 ,,
L,0405/16,8-Apr-16,American Air Filter Manufacturing Sdn Bhd ,-,9200074614,Calibration charges for GasAlert Extreme ,RM , 250.00 ,30 Days,IR0405/16,SO0405/16,14-Apr-16,14-Apr-16,14-Apr-16,10977,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30331,0,0,0 ,,
T,0406/16,8-Apr-16,Globe Engineering Sdn Bhd ,-,111437,BW GasAlertExtreme H2S Single Gas Detector,RM," 1,250.00 ",COD,IR0406/16,SO0406/16,11-Apr-16,11-Apr-16,11-Apr-16,10957,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30331,0,0,0 ,,
L,0407/16,8-Apr-16,Karisma System Sdn Bhd,-,Verbal ,Calibration charges for GasAlertMicroClip XT ,RM, 600.00 ,COD,IR0407/16,SO0407/16 ,8-Apr-16,8-Apr-16,8-Apr-16,10952,10952,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30331,0,0,0 ,,
L,0408/16,11-Apr-16,Millivest Sdn Bhd ,-,29004,"Calibration charges for GasAlertMax XT II, Calibration charges for Micro 5 PID",RM, 730.00 ,30 Days,IR0408/16,SO0408/16,11-Apr-16,11-Apr-16,11-Apr-16,10955,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30332,0,0,0 ,,
L,0409/16,11-Apr-16,Millivest Sdn Bhd ,-,105869,Calibration charges for Honeywell Neotronics Impact Pro,RM, 300.00 ,30 Days,IR0409/16,SO0409/16,11-Apr-16,11-Apr-16,11-Apr-16,10959,,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30332,0,0,0 ,,
T,0410/16,11-Apr-16,Exact Oil & Gas Sdn Bhd (ExxonMobil) ,PO 022/16,4501207071,"General Monitors - Control, Remote Test Gas ",RM," 1,603.55 ",30 Days,IR0410/16,SO0410/16,29-Apr-16,29-Apr-16,29-Apr-16,11045,,,,firdaus,12-Apr-2016,12-Apr-2016,3612,General Monitors,GM,USD, 95.20 ,30 Days,400527550,28-Apr-2016,22-Apr-2016,,,FEDEX#6590 9556 5043,27-Apr-2016, 5.00 ,384.54,Pro-Increase Place Sdn Bhd #Inv:00013375 Dtd: 31/5/2016 (RM79.50),1,0,0,0,2,0,0,0 ,,
T,0411/16,11-Apr-16,BMS Safety Sdn Bhd ,-,00034387,Quad Gas Cylinder ,RM," 5,160.00 ",30 Days,IR0411/16,SO0411/16,11-Apr-16,11-Apr-16,11-Apr-16,10958,,-,-,kaili,15-Apr-2016,15-Apr-2016,3615,Calgaz International LLC ,Calgaz ,USD, 570.00 ,30 Days,0000014721,28-Apr-16,27-Apr-16,,,FEDEX#6595 0676 9860,5-May-16,83.6,,"Inv#10958 Dtd: 11/4/2016 (RM1,000.00)",1,0,0,0,5,0,0,0 ,,
T,0411/16,11-Apr-16,BMS Safety Sdn Bhd ,,,,,,,,,5-May-16,5-May-16,5-May-16,11069,,-,-,kaili,,,,,,,,,,,,,,,,,,"Inv#11069 Dtd: 5/5/2016 (RM 4,160.00)",0,0,0,0,-30332,0,0,0 ,,
L,0412/16,12-Apr-16,Sankyu (Malaysia) Sdn Bhd ,-,ECSO/BPC/PO/2016/272,Calibration charges for GasAlertMicroClip XT ,RM," 1,200.00 ",30 Days,IR0412/16,SO0412/16,12-Apr-16,12-Apr-16,12-Apr-16,10960,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
L,0413/16,12-Apr-16,Millivest Sdn Bhd ,-,03178,"Calibration charges for GasAlertMax XT II, Replacement Oxygen Sensor ",RM," 1,200.00 ",30 Days,IR0413/16,SO0413/16 ,12-Apr-16,12-Apr-16,12-Apr-16,10961,,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
T,0414/16,12-Apr-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5557/2016,4501207362,BW GasAlertMax XT II ,RM ," 47,447.49 ",30 Days,IR0414/16,SO0414/16,25-Apr-16,25-Apr-16,25-Apr-16,11019,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
T,0415/16,12-Apr-16,Idemitsu SM (Malaysia) Sdn Bhd ,-,008295,Collapsible sample probe with handle (6ft/1.8m) ,RM," 3,000.00 ",30 Days,IR0415/16,SO0415/16 ,22-Apr-16,22-Apr-16,22-Apr-16,11012,,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
T,0416/16,12-Apr-16,Shell Refining Company (FOM) Berhad ,-,4518673839,"Replacement Oxygen Sensor, Flex PCB ",RM ," 9,950.00 ",30 Days,IR0416/16,SO0416/16,2-Jun-16,2-Jun-16,2-Jun-16,11189,,-,-,kaili,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
T,0417/16,12-Apr-16,Heveaboard Berhad ,-,5161286,BW GasAlertMax XT II ,RM," 3,800.00 ",COD,IR0417/16,SO0417/16 ,13-Apr-16,13-Apr-16,13-Apr-16,10970,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
L,0418/16,12-Apr-16,Gusteam Corporation Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMicroClip XT ,RM , 600.00 ,COD,IR0418/16,SO0418/16 ,13-Apr-16,13-Apr-16,13-Apr-16,10968,,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
T,0419/16,12-Apr-16,Haisar Supply & Services Sdn Bhd ,-,HSSPO 980416 ,BW GasAlertMax XT II ,RM," 3,300.00 ",COD,IR0419/16,SO0419/16,13-Apr-16,13-Apr-16,13-Apr-16,10969,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30333,0,0,0 ,,
T,0420/16,13-Apr-16,Sermax Cryogenics Sdn Bhd ,-,PC 16040663,Michell - Easidew Transmitter ,RM," 9,350.00 ",30 Days,IR0420/16,SO0420/16,9-May-16,9-May-16,9-May-16,11077,,-,-,syairah,14-Apr-2016,14-Apr-2016,3614,Michell Instruments Ltd ,MICH ,GBP, 602.40 ,30 Days,A55074,5-May-16,29-Apr-16,,,FEDEX#7762 2456 1355,3-May-16,229.9,129.96,,1,0,0,0,2,0,0,0 ,,
L,0421/16,13-Apr-16,Pahang Cement Sdn Bhd ,-,1200004413,"Bacharach - Calibration charges for Portable Combustion Analyser, Replacement Oxygen Sensor",RM," 5,985.00 ",60 Days ,IR0421/16,SO0421/16,19-Apr-16,19-Apr-16,19-Apr-16,10989,,-,-,omar,,,,,,,,,,,,,,,,,,,1,0,0,0,-30334,0,0,0 ,,
L,0422/16,13-Apr-16,Chemvi Laboratory Sdn Bhd ,-,CV/PO/OSHA/0316/008,Bacharach - Calibration for Portable Combustion Analyser ,RM, 900.00 ,COD,IR0422/16,SO0422/16,,,,,,-,-,omar,,,,,,,,,,,,,,,,,,,1,0,0,0,-30334,0,0,0 ,,
L,0423/16,13-Apr-16,Syarikat Cahaya Muda Perak (Oil Mill) Sdn Bhd ,-,14989,"Calibration charges for GasAlertMax XT II, Replacement LEL Sensor ",RM," 1,050.00 ",COD,IR0423/16,SO0423/16,13-Apr-16,13-Apr-16,13-Apr-16,10974,,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30334,0,0,0 ,,
T,0424/16,13-Apr-16,Mustaqim Muhamad,-,Verbal ,Replacement Power Adaptor,RM, 150.00 ,COD,IR0424/16,SO0424/16 ,13-Apr-16,13-Apr-16,13-Apr-16,10975,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30334,0,0,0 ,,
T,0425/16,13-Apr-16,Linde Malaysia Sdn Bhd ,-,9300090628,BW GasAlertMicroClip XL ,RM," 2,110.00 ",60 Days ,IR0425/16,SO0425/16,14-Apr-16,14-Apr-16,14-Apr-16,10978,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30334,0,0,0 ,,
L,0426/16,14-Apr-16,Cipta Wawasan Maju Engineering Sdn Bhd ,-,Verbal ,"Calibration charges for GasAlertMaxXT II, Replacement Oxygen Sensor ",RM ," 1,550.00 ",COD,IR0426/16,SO0426/16,,,,,,,,zaid,,,,,,,,,,,,,,,,,,Please refer to Job 0440/16,1,0,0,0,-30335,0,0,0 ,,
L,0427/16,15-Apr-16,JSM Enterprise ,-,Verbal ,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen Sensor, Replacement Flex PCB ",RM," 1,550.00 ",COD,IR0427/16,SO0427/16,15-Apr-16,15-Apr-16,15-Apr-16,10979,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30336,0,0,0 ,,
L,0428/16,15-Apr-16,Sermax Automation Sdn Bhd ,-,PA1604-435,Calibration charges for G-Tectra,RM," 1,250.00 ",30 Days,IR0428/16,SO0428/16,15-Apr-16,15-Apr-16,15-Apr-16,10981,,,,zaid,18-Apr-2016,18-Apr-2016,3616,Ancor Sdn Bhd,MISC,RM, 768.50 ,COD,-,19-Apr-16,19-Apr-16,I2315/16,,-,19-Apr-16,-,-,,1,0,0,0,2,0,0,0 ,,
T,0429/16,15-Apr-16,Sermax Automation Sdn Bhd ,-,PA1604-443,Replacement Oxygen Sensor ,RM, 950.00 ,30 Days,IR0429/16,SO0429/16,15-Apr-16,15-Apr-16,15-Apr-16,10982,,,,zaid,18-Apr-2016,18-Apr-2016,3616,Ancor Sdn Bhd,MISC,RM, 773.80 ,COD,-,19-Apr-16,19-Apr-16,I2315/16,,-,19-Apr-16,-,-,,1,0,0,0,2,0,0,0 ,,
L,0430/16,15-Apr-16,"Suria Letrik, Paip Dan Pembinaan Sdn Bhd ",-,Verbal ,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen Sensor, Replacement Flex PCB ",RM," 3,215.00 ",COD,IR0430/16,SO0430/16 ,18-Apr-16,18-Apr-16,18-Apr-16,10983,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30336,0,0,0 ,,
L,0431/16,18-Apr-16,Cergas Majusama Sdn Bhd ,-,CMSB-PO1604/0043,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,COD,IR0431/16,SO0431/16,19-Apr-16,19-Apr-16,19-Apr-16,10985,,,,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30337,0,0,0 ,,
T,0432/16,18-Apr-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5603/2016,4501208615,Demand Flow Regulator,RM," 5,624.25 ",30 Days,IR0432/16,SO0432/16,25-Apr-16,25-Apr-16,25-Apr-16,11018,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30337,0,0,0 ,,
L,0433/16,18-Apr-16,Axens South East Asia Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMicroClip XT ,RM , 600.00 ,COD,IR0433/16,SO0433/16,19-Apr-16,19-Apr-16,19-Apr-16,10988,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30337,0,0,0 ,,
T,0434/16,18-Apr-16,T&I Avenue (M) Sdn Bhd ,-,20156PO16,BW GasAlertMicroClip XL ,RM," 2,328.00 ",COD,IR0434/16,SO0434/16,19-Apr-16,19-Apr-16,19-Apr-16,10987,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30337,0,0,0 ,,
T,0435/16,18-Apr-16,Gelombang Timur Supply & Services Sdn Bhd ,-,16-0154,BW GasAlertMicroClip XL,RM," 8,250.00 ",30 Days,IR0435/16,SO0435/16,19-Apr-16,19-Apr-16,19-Apr-16,10994,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30337,0,0,0 ,,
T,0436/16,18-Apr-16,Gelombang Timur Supply & Services Sdn Bhd ,-,16-0190,BW GasAlertMicroClip XL,RM," 4,320.00 ",30 Days,IR0436/16,SO0436/16,19-Apr-16,19-Apr-16,19-Apr-16,10992,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
T,0437/16,19-Apr-16,Idemitsu SM (Malaysia) Sdn Bhd ,-,008335,"Replacement Oxygen Sensor, Back Enclosure",RM," 3,500.00 ",30 Days,IR0437/16,SO0437/16 ,19-Apr-16,19-Apr-16,19-Apr-16,10991,,,,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
T,0438/16,19-Apr-16,Kinetic Chemicals (M) Sdn Bhd ,-,1604/037 ,Gas Cylinder ,RM," 11,220.00 ",COD,IR0438/16,SO0438/16,19-Apr-16,19-Apr-16,19-Apr-16,10995,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
L,0439/16,19-Apr-16,Sedia Teguh Sdn Bhd (Sarawak Shell Berhad-E11),5607/2016,4512372910,"Engineer, Mob/Demob-Miri, Engineer offshore, Personal Gas Detector-Wear & Tear, Bump Test/Calibration-Wear & Tear, Battery (Personal Gas Detector), Filter (Persona; Gas Detector) ",RM," 21,008.70 ",30 Days,IR0439/16,SO0439/16,25-Apr-16,25-Apr-16,25-Apr-16,11021,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
L,0440/16,19-Apr-16,CWM Group Sdn Bhd ,-,P7310,"Calibration charges for BW GasAlertMax XT II, Replacement Oxygen Sensor ",RM," 1,550.00 ",COD,IR0440/16,SO0440/16,19-Apr-16,19-Apr-16,19-Apr-16,10990,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
T,0441/16,19-Apr-16,Sedia Teguh Sdn Bhd (Sabah Shell Petroleum Company Limited-Lcot) ,5604/2016,4512706951,Gas Cylinder ,RM," 6,687.63 ",30 Days,IR0441/16,SO0441/16,25-Apr-16,25-Apr-16,25-Apr-16,11020,,,,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
T,0442/16,19-Apr-16,Ancor Sdn Bhd ,-,PO-190416-Exact,Replacement Battery Kit for GasAlertMax XT II ,RM, 467.50 ,COD,IR0442/16,SO0442/16 ,19-Apr-16,19-Apr-16,19-Apr-16,10993,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
T,0443/16,19-Apr-16,Imerys Minerals Malaysia Sdn Bhd ,-,PO051400,JCT Heated Line JH200 with complete set (2m hose),RM," 3,700.00 ",30 Days,IR0443/16,SO0443/16,31-May-16,16-May-16,16-May-16,11111,,,,kevin,20-Apr-16,20-Apr-16,3617,JCT Analysentechnik GmbH ,JCT ,EUR, 376.50 ,30 Days,6008240,9-May-16,10-May-16,,,FEDEX#8078 0043 0035,10-May-16,106.57,,,1,0,0,1,2,0,0,0 ,,
L,0444/16,19-Apr-16,Nestle Manufacturing (M) Sdn Bhd ,-,4570301831,Calibration charges for Novatech Oxygen Analyzer ,RM ," 1,600.00 ",30 Days,IR0444/16,SO0444/16,20-Apr-16,20-Apr-16,20-Apr-16,10997,,,,daniel,,,,,,,,,,,,,,,,,,,1,0,0,0,-30338,0,0,0 ,,
T,0445/16,19-Apr-16,Syarikat JB Trading ,-,PO-00002,"BW GasAlertMax XT II, Collapsible Sample Probe with handle",RM ," 3,910.00 ",COD,IR0445/16,SO0445/16,26-Apr-16,26-Apr-16,26-Apr-16,11024,,,,rahimah,,,,,,,,,,,,,,,,,,"Inv#11024 Dtd: 26/4/2016 (Partial -RM3,400.00)",1,0,0,0,-30338,0,0,0 ,,
T,0445/16,19-Apr-16,Syarikat JB Trading ,,,,,,,,,,13-May-16,13-May-16,11105,,,,rahimah,,,,,,,,,,,,,,,,,,Inv#11105 Dtd: 13/5/2016 (Complete - RM510.00),0,0,0,0,-30338,0,0,0 ,,
L,0446/16,20-Apr-16,Millennium Core Sdn Bhd,-,Verbal ,Calibration charges for BW GasAlertMicro Clip XL,RM, 300.00 ,COD,IR0446/16,SO0446/16,20-Apr-16,20-Apr-16,20-Apr-16,10998,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30339,0,0,0 ,,
T,0447/16,20-Apr-16,Gelombang Timur Supply & Services Sdn Bhd ,-,16-0191,Gas Cylinder ,RM," 2,000.00 ",30 Days,IR0447/16,SO0447/16 ,5-May-16,5-May-16,5-May-16,11068,,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30339,0,0,0 ,,
L,0448/16,20-Apr-16,Millivest Sdn Bhd ,-,29014,Calibration charges for GasAlertMax XT II ,RM, 300.00 ,30 Days,IR0448/16,SO0448/16,20-Apr-16,20-Apr-16,20-Apr-16,10999,,,,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30339,0,0,0 ,,
T,0449/16,20-Apr-16,Gamlite Marketing (M) Sdn Bhd,-,PO000487,Replacement Oxygen Sensor ,RM," 1,464.00 ",30 Days,IR0449/16,SO0449/16,21-Apr-16,21-Apr-16,21-Apr-16,11008,11008,,,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30339,0,0,0 ,,
